instance_id,wrapping,parser,select,status,fmt,recovered_gold,note
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,crlf_fenced,fallback,first,diff_parse_success,fenced_diff,True,
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,crlf_fenced,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,crlf_fenced,baseline,last,diff_parse_success,fenced_diff,True,
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,two_blocks_example_then_final,strict,last,diff_parse_fail,raw,False,prose before diff
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,two_blocks_example_then_final,markdown,last,diff_parse_success,fenced_diff,True,
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,two_blocks_example_then_final,fallback,last,diff_parse_success,fenced_diff,True,
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,two_blocks_example_then_final,fallback,first,diff_parse_success,fenced_diff,False,
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,two_blocks_example_then_final,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,two_blocks_example_then_final,baseline,last,diff_parse_success,fenced_diff,True,
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,search_replace,strict,last,no_patch,none,False,no diff signature
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,search_replace,markdown,last,diff_parse_success,search_replace,True,tenacity/retry.py: SEARCH not unique/absent
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,search_replace,fallback,last,diff_parse_success,search_replace,True,tenacity/retry.py: SEARCH not unique/absent
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,search_replace,fallback,first,diff_parse_success,search_replace,True,tenacity/retry.py: SEARCH not unique/absent
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,search_replace,fallback,concat_distinct,diff_parse_success,search_replace,True,tenacity/retry.py: SEARCH not unique/absent
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,search_replace,baseline,last,diff_parse_success,search_replace,True,tenacity/retry.py: SEARCH not unique/absent
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,truncated_hunk,strict,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -4 +4, body -3 +3)"
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,truncated_hunk,markdown,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -4 +4, body -3 +3)"
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,truncated_hunk,fallback,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -4 +4, body -3 +3)"
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,truncated_hunk,fallback,first,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -4 +4, body -3 +3)"
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,truncated_hunk,fallback,concat_distinct,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -4 +4, body -3 +3)"
jd__tenacity.0d40e76f.combine_file__8pa1fxvj,truncated_hunk,baseline,last,diff_parse_success,fenced_diff,False,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_diff,strict,last,diff_parse_fail,raw,False,prose before diff
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_diff,markdown,last,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_diff,fallback,last,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_diff,fallback,first,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_diff,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_diff,baseline,last,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_python_lang,strict,last,diff_parse_fail,raw,False,prose before diff
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_python_lang,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_python_lang,fallback,last,diff_parse_success,fenced_any,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_python_lang,fallback,first,diff_parse_success,fenced_any,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_python_lang,fallback,concat_distinct,diff_parse_success,fenced_any,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,fenced_python_lang,baseline,last,diff_parse_success,fenced_any,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw,strict,last,diff_parse_success,raw,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw,fallback,last,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw,fallback,first,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw,fallback,concat_distinct,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw,baseline,last,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw_prose_after,strict,last,diff_parse_fail,raw,False,prose after diff
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw_prose_after,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw_prose_after,fallback,last,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw_prose_after,fallback,first,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw_prose_after,fallback,concat_distinct,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,raw_prose_after,baseline,last,diff_parse_success,raw_git,False,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,prose_before_raw,strict,last,diff_parse_fail,raw,False,prose before diff
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,prose_before_raw,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,prose_before_raw,fallback,last,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,prose_before_raw,fallback,first,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,prose_before_raw,fallback,concat_distinct,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,prose_before_raw,baseline,last,diff_parse_success,raw_git,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,crlf_fenced,strict,last,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,crlf_fenced,markdown,last,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,crlf_fenced,fallback,last,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,crlf_fenced,fallback,first,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,crlf_fenced,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,crlf_fenced,baseline,last,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,two_blocks_example_then_final,strict,last,diff_parse_fail,raw,False,prose before diff
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,two_blocks_example_then_final,markdown,last,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,two_blocks_example_then_final,fallback,last,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,two_blocks_example_then_final,fallback,first,diff_parse_success,fenced_diff,False,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,two_blocks_example_then_final,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,two_blocks_example_then_final,baseline,last,diff_parse_success,fenced_diff,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,search_replace,strict,last,no_patch,none,False,no diff signature
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,search_replace,markdown,last,diff_parse_success,search_replace,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,search_replace,fallback,last,diff_parse_success,search_replace,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,search_replace,fallback,first,diff_parse_success,search_replace,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,search_replace,fallback,concat_distinct,diff_parse_success,search_replace,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,search_replace,baseline,last,diff_parse_success,search_replace,True,
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,truncated_hunk,strict,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -19 +20, body -19 +18)"
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,truncated_hunk,markdown,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -19 +20, body -19 +18)"
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,truncated_hunk,fallback,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -19 +20, body -19 +18)"
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,truncated_hunk,fallback,first,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -19 +20, body -19 +18)"
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,truncated_hunk,fallback,concat_distinct,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -19 +20, body -19 +18)"
PyCQA__flake8.cf1542ce.combine_file__ce9ptei2,truncated_hunk,baseline,last,diff_parse_success,fenced_diff,False,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_diff,strict,last,diff_parse_fail,raw,False,prose before diff
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_diff,markdown,last,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_diff,fallback,last,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_diff,fallback,first,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_diff,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_diff,baseline,last,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_python_lang,strict,last,diff_parse_fail,raw,False,prose before diff
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_python_lang,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_python_lang,fallback,last,diff_parse_success,fenced_any,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_python_lang,fallback,first,diff_parse_success,fenced_any,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_python_lang,fallback,concat_distinct,diff_parse_success,fenced_any,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,fenced_python_lang,baseline,last,diff_parse_success,fenced_any,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw,strict,last,diff_parse_success,raw,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw,fallback,last,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw,fallback,first,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw,fallback,concat_distinct,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw,baseline,last,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw_prose_after,strict,last,diff_parse_fail,raw,False,prose after diff
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw_prose_after,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw_prose_after,fallback,last,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw_prose_after,fallback,first,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw_prose_after,fallback,concat_distinct,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,raw_prose_after,baseline,last,diff_parse_success,raw_git,False,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,prose_before_raw,strict,last,diff_parse_fail,raw,False,prose before diff
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,prose_before_raw,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,prose_before_raw,fallback,last,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,prose_before_raw,fallback,first,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,prose_before_raw,fallback,concat_distinct,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,prose_before_raw,baseline,last,diff_parse_success,raw_git,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,crlf_fenced,strict,last,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,crlf_fenced,markdown,last,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,crlf_fenced,fallback,last,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,crlf_fenced,fallback,first,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,crlf_fenced,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,crlf_fenced,baseline,last,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,two_blocks_example_then_final,strict,last,diff_parse_fail,raw,False,prose before diff
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,two_blocks_example_then_final,markdown,last,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,two_blocks_example_then_final,fallback,last,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,two_blocks_example_then_final,fallback,first,diff_parse_success,fenced_diff,False,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,two_blocks_example_then_final,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,two_blocks_example_then_final,baseline,last,diff_parse_success,fenced_diff,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,search_replace,strict,last,no_patch,none,False,no diff signature
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,search_replace,markdown,last,diff_parse_success,search_replace,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,search_replace,fallback,last,diff_parse_success,search_replace,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,search_replace,fallback,first,diff_parse_success,search_replace,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,search_replace,fallback,concat_distinct,diff_parse_success,search_replace,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,search_replace,baseline,last,diff_parse_success,search_replace,True,
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,truncated_hunk,strict,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -10 +11, body -8 +9)"
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,truncated_hunk,markdown,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -10 +11, body -8 +9)"
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,truncated_hunk,fallback,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -10 +11, body -8 +9)"
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,truncated_hunk,fallback,first,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -10 +11, body -8 +9)"
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,truncated_hunk,fallback,concat_distinct,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -10 +11, body -8 +9)"
cknd__stackprinter.219fcc52.combine_file__tla0a4bg,truncated_hunk,baseline,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_diff,strict,last,diff_parse_fail,raw,False,prose before diff
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_diff,markdown,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_diff,fallback,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_diff,fallback,first,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_diff,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_diff,baseline,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_python_lang,strict,last,diff_parse_fail,raw,False,prose before diff
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_python_lang,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_python_lang,fallback,last,diff_parse_success,fenced_any,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_python_lang,fallback,first,diff_parse_success,fenced_any,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_python_lang,fallback,concat_distinct,diff_parse_success,fenced_any,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,fenced_python_lang,baseline,last,diff_parse_success,fenced_any,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,raw,strict,last,diff_parse_success,raw,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,raw,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
Knio__dominate.9082227e.combine_file__ubumxmnm,raw,fallback,last,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,raw,fallback,first,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,raw,fallback,concat_distinct,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,raw,baseline,last,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,raw_prose_after,strict,last,diff_parse_fail,raw,False,prose after diff
Knio__dominate.9082227e.combine_file__ubumxmnm,raw_prose_after,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
Knio__dominate.9082227e.combine_file__ubumxmnm,raw_prose_after,fallback,last,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,raw_prose_after,fallback,first,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,raw_prose_after,fallback,concat_distinct,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,raw_prose_after,baseline,last,diff_parse_success,raw_git,False,
Knio__dominate.9082227e.combine_file__ubumxmnm,prose_before_raw,strict,last,diff_parse_fail,raw,False,prose before diff
Knio__dominate.9082227e.combine_file__ubumxmnm,prose_before_raw,markdown,last,diff_parse_fail,unfenced,False,diff outside a ```diff fence
Knio__dominate.9082227e.combine_file__ubumxmnm,prose_before_raw,fallback,last,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,prose_before_raw,fallback,first,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,prose_before_raw,fallback,concat_distinct,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,prose_before_raw,baseline,last,diff_parse_success,raw_git,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,crlf_fenced,strict,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,crlf_fenced,markdown,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,crlf_fenced,fallback,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,crlf_fenced,fallback,first,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,crlf_fenced,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,crlf_fenced,baseline,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,two_blocks_example_then_final,strict,last,diff_parse_fail,raw,False,prose before diff
Knio__dominate.9082227e.combine_file__ubumxmnm,two_blocks_example_then_final,markdown,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,two_blocks_example_then_final,fallback,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,two_blocks_example_then_final,fallback,first,diff_parse_success,fenced_diff,False,
Knio__dominate.9082227e.combine_file__ubumxmnm,two_blocks_example_then_final,fallback,concat_distinct,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,two_blocks_example_then_final,baseline,last,diff_parse_success,fenced_diff,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,search_replace,strict,last,no_patch,none,False,no diff signature
Knio__dominate.9082227e.combine_file__ubumxmnm,search_replace,markdown,last,diff_parse_success,search_replace,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,search_replace,fallback,last,diff_parse_success,search_replace,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,search_replace,fallback,first,diff_parse_success,search_replace,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,search_replace,fallback,concat_distinct,diff_parse_success,search_replace,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,search_replace,baseline,last,diff_parse_success,search_replace,True,
Knio__dominate.9082227e.combine_file__ubumxmnm,truncated_hunk,strict,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -13 +13, body -12 +12)"
Knio__dominate.9082227e.combine_file__ubumxmnm,truncated_hunk,markdown,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -13 +13, body -12 +12)"
Knio__dominate.9082227e.combine_file__ubumxmnm,truncated_hunk,fallback,last,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -13 +13, body -12 +12)"
Knio__dominate.9082227e.combine_file__ubumxmnm,truncated_hunk,fallback,first,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -13 +13, body -12 +12)"
Knio__dominate.9082227e.combine_file__ubumxmnm,truncated_hunk,fallback,concat_distinct,diff_parse_fail,fenced_diff,False,"hunk count mismatch (header -13 +13, body -12 +12)"
Knio__dominate.9082227e.combine_file__ubumxmnm,truncated_hunk,baseline,last,diff_parse_success,fenced_diff,False,
bottlepy__bottle.a8dfef30.func_basic__0mk0h5g4,fenced_diff,strict,last,diff_parse_fail,raw,False,prose before diff
bottlepy__bottle.a8dfef30.func_basic__0mk0h5g4,fenced_diff,markdown,last,diff_parse_success,fenced_diff,True,
